c g $max_lat $min_lat $max_lon $min_lon $center_lat $center_lon
c p #nodes #edges
f 7.280842 51.4069148 7.281016 51.4068433 7.2811353 51.4067516 7.2811221 51.4065844 7.2807657 51.4060001 7.280394 51.4055108 7.2802811 51.4053317 7.280353 51.4051429 7.2804741 51.4049827 7.2808885 51.4047242 7.2811053 51.404604 7.281183 51.4044957 7.281212 51.4043934 7.2811723 51.4038629 7.2811023 51.4036542 7.2809912 51.4034589 7.2808271 51.403355 7.2804434 51.403154 7.2796367 51.4026339 7.2788932 51.4022252 7.2785863 51.4019762 7.2785484 51.4018665 7.2790007 51.4019284 7.2795427 51.4020007 7.2803238 51.4022093 7.2807443 51.4023607 7.2811349 51.4025178 7.2816648 51.4027665 7.2819444 51.4028589 7.2823554 51.4029963 7.2824327 51.4030445 7.2826162 51.4031686 7.2828322 51.4032735 7.2831931 51.4034509 7.2835815 51.4036097 7.2843492 51.4039251 7.2845877 51.4040026 7.2848141 51.4041216 7.2851352 51.4042946 7.2854856 51.4044508 7.2859284 51.4046008 7.2861787 51.4046978 7.2863288 51.4047934 7.2864968 51.4047987 7.2868281 51.4047941 7.2870744 51.4047691 7.2875722 51.4046951 7.288372 51.4045542 7.2886049 51.4045311 7.2888298 51.4045698 7.288963 51.4046051 7.2893549 51.4047089 7.2898992 51.4047995 7.290664 51.4049162 7.2909833 51.4049711 7.2911471 51.4049951 7.2913132 51.4050097 7.2917605 51.4050066
g path
e 275614363 346209256 2040.3909999999996
f 7.280842 51.4069148 7.2806229 51.4068645 7.2802339 51.4068174 7.2800801 51.4067905 7.2797253 51.4066944 7.2793866 51.4065839 7.2786162 51.4063821 7.2782271 51.4063699 7.2779537 51.4063518 7.2775799 51.4062677 7.2761035 51.4057947 7.2756651 51.4056591 7.275437 51.4055872 7.2752745 51.40552 7.2750536 51.405406 7.2749249 51.4053364 7.2747543 51.4052441 7.2746856 51.4051944 7.2745935 51.4051454 7.2744097 51.4050476 7.2743694 51.4050083 7.2743569 51.4049346 7.2742437 51.4049332 7.2741751 51.4049162 7.2741122 51.4048844 7.2739685 51.4048376 7.2737639 51.4047993 7.2735129 51.4047513 7.2733677 51.4047086 7.273269 51.4046691 7.2731902 51.4046327 7.2730543 51.404561 7.2728134 51.4044245 7.2726744 51.4043566 7.2725181 51.4042879 7.2723881 51.4042367 7.2722809 51.4042067 7.2720222 51.4041862 7.2718194 51.4041858 7.2716866 51.404195 7.2715754 51.4042096 7.2714225 51.4042359 7.2713153 51.4042621 7.2711718 51.4043069 7.2709891 51.4043925 7.2708797 51.4044522 7.2707777 51.4045212 7.2705135 51.4047672 7.2703463 51.4049287 7.2702255 51.4050383 7.270098 51.404988 7.2699468 51.404935 7.2697916 51.4048994 7.2692093 51.4044887 7.2686137 51.4040985 7.2684745 51.4039636 7.26835 51.4038245 7.2682931 51.4037636 7.2682461 51.403697 7.2680916 51.4034306 7.2680358 51.4034018 7.2679719 51.4033559 7.2674856 51.4031051 7.267287 51.4030013 7.2670003 51.4028306 7.266519 51.402433 7.2661975 51.4020884 7.2660993 51.4019793 7.2660755 51.4019292 7.2660797 51.4018792 7.2661202 51.4018081 7.2663296 51.4015649 7.2665449 51.4013079 7.266269 51.4011869 7.266015 51.4010557 7.2654854 51.4008183 7.265082 51.4006517 7.2644851 51.4004052 7.264281 51.4003201 7.263329 51.3999292 7.2631402 51.3998485 7.263035 51.3997798 7.2629783 51.3997153 7.2629511 51.3995478 7.2629482 51.399333 7.2629797 51.3991897 7.2630026 51.3990431 7.2629877 51.3989781 7.2629462 51.3989212 7.2628462 51.3988314 7.2606131 51.3979436 7.2602046 51.3977134
g unclassified
e 275614412 276101402 1032.159
f 7.2922857 51.4049847 7.2917754 51.404822 7.2914182 51.4046765 7.2899161 51.404001 7.2891962 51.4036786 7.2883581 51.4033053 7.2882275 51.4032443 7.287668 51.4029828 7.2872411 51.4027949 7.286838 51.4025948 7.2866701 51.4024998 7.286048 51.4021479 7.285752 51.4020152 7.2854493 51.4018794 7.2851125 51.401735 7.2846473 51.4015334 7.2841996 51.4013676 7.2840648 51.4013282 7.2839621 51.401303 7.2827913 51.4010194 7.2817729 51.4008464 7.2812017 51.4006903 7.280788 51.4005314 7.2803464 51.4003699 7.2801767 51.4003118
g
e 275624935 1944261538 640.5069999999998
f 7.4301919 51.3875137 7.4303005 51.3875337 7.4303976 51.3875643 7.4307444 51.3876546 7.4310456 51.387728 7.4312787 51.3877788 7.4313739 51.3877996 7.431979 51.3879395 7.4321606 51.3879662 7.4322413 51.3879693 7.4323902 51.3879749 7.4324236 51.3879849 7.4327156 51.388072 7.4328571 51.3881447 7.4329399 51.3882014 7.4330108 51.3882712 7.4330415 51.3883309 7.4330572 51.3883832 7.4330897 51.3885208 7.4332369 51.388743 7.4332748 51.3888036 7.4335499 51.3892705 7.4335712 51.3893049 7.4336233 51.3894603 7.43369 51.3896595 7.4337263 51.3899065 7.4338499 51.3904211 7.4340015 51.3910387 7.4340501 51.3914538 7.4340701 51.3916581
g unclassified
e 275624935 1914018899 711.5050000000001
f 7.4301919 51.3875137 7.4300462 51.3874955 7.429908 51.3874873 7.4298949 51.3874865 7.4297363 51.3874539 7.4295547 51.3874052 7.4293188 51.3873428 7.4289326 51.3872406 7.4285368 51.3871358 7.428295 51.3870718 7.4278769 51.386954 7.4278358 51.3869442 7.4275123 51.3868605 7.4272452 51.3867946 7.4272954 51.3867285 7.4284164 51.3852181 7.4284777 51.3851298 7.4285858 51.3849726 7.4286701 51.3848671 7.4288829 51.3845798 7.4289706 51.3844466 7.4292713 51.3840165 7.4296588 51.383519 7.4297281 51.3834224 7.4298625 51.3832658 7.4299114 51.3831992 7.4300369 51.3830179 7.4301203 51.3829089
g
e 275624935 1484804388 879.8310000000001
f 7.4301919 51.3875137 7.4302809 51.3872754 7.4306914 51.386701 7.430722 51.3866619 7.4308264 51.3865283 7.4308199 51.3865033 7.4307746 51.3864601 7.4307624 51.3864494 7.4307554 51.3864312 7.4308019 51.3862945 7.4308254 51.3862346 7.4308303 51.3861664 7.4308176 51.3861067 7.4310209 51.3859273 7.4311585 51.3857983 7.4317207 51.3852708 7.4319783 51.3851458 7.4322049 51.3849903 7.432303 51.3848061 7.4325999 51.3843546 7.4331559 51.3845779 7.4333261 51.384358 7.4336143 51.3842571 7.433668 51.3842412 7.4339334 51.3839512 7.4342041 51.3836684 7.4341513 51.3836464 7.4340756 51.3836088 7.4340047 51.3836158 7.4339462 51.383597 7.43392 51.3836037 7.4338569 51.3836773 7.4335074 51.3836086 7.4333777 51.3835866 7.433252 51.3835557 7.4320346 51.3831101 7.4314224 51.3828849 7.4312258 51.3828161 7.4310316 51.3827332 7.4306235 51.3825915 7.4305782 51.382575 7.4304948 51.38254 7.430486 51.3825363
g path footway
e 275624935 1484804609 672.8240000000001
f 7.4301919 51.3875137 7.4301473 51.387605 7.4300794 51.3877442 7.430013 51.3880427 7.4299494 51.3880954 7.4298608 51.3881025 7.4297603 51.3880867 7.4294231 51.387994 7.4293414 51.387998 7.4292815 51.3880343 7.4288993 51.3885772 7.4284201 51.3893595 7.4284135 51.3894195 7.4283815 51.3894892 7.4283641 51.3895445 7.4283148 51.3895969 7.4282831 51.3896137 7.4282242 51.389626 7.4281694 51.3896268 7.4281072 51.389612 7.4273044 51.3893394 7.4268385 51.3892127 7.4258922 51.389044 7.4252059 51.3889295 7.4248056 51.3888866 7.4242347 51.3888815 7.4241591 51.3888964 7.4240536 51.3889351 7.4238515 51.3890794 7.4237456 51.3891246
g track track
e 275642413 275642533 145.07100000000003
f 7.4050514 51.45343 7.4049595 51.4536168 7.4049507 51.4536457 7.4049492 51.4536761 7.4050094 51.4540724 7.405056 51.4543661 7.4050791 51.4545011 7.4050869 51.4545466 7.4050916 51.4545887 7.4050809 51.4546143 7.405061 51.4546387
g
e 275642413 461203807 358.57599999999996
f 7.4050514 51.45343 7.4052244 51.4530729 7.4052735 51.4529716 7.4053842 51.4527856 7.4051486 51.4527136 7.404905 51.4526326 7.4048771 51.4526217 7.4048484 51.4526071 7.4047462 51.4525446 7.4043502 51.4522438 7.4042557 51.452172 7.4041103 51.4520616 7.4040233 51.4519942 7.4037531 51.4517849 7.4036347 51.4516894 7.4033349 51.4514651 7.4032697 51.4514163 7.4032668 51.4513113 7.4032622 51.45114 7.4032717 51.4508961
g
e 275642518 1116523288 1389.6349999999998
f 7.4085588 51.4516974 7.4085675 51.4516809 7.4087497 51.4513368 7.4087751 51.4512765 7.408818 51.4511749 7.4088546 51.4510385 7.4088735 51.4509458 7.4088873 51.4508255 7.4088885 51.4506788 7.4088788 51.4505813 7.4088618 51.4504331 7.4088416 51.450328 7.4088367 51.4503026 7.4088296 51.4502642 7.4088274 51.4502508 7.4087481 51.4500229 7.408678 51.4498786 7.4085922 51.449738 7.4085327 51.449657 7.4084599 51.4495689 7.408383 51.4495012 7.4083286 51.4494556 7.4082739 51.4494139 7.4082303 51.4493779 7.4081755 51.4493366 7.4081184 51.4492931 7.4080439 51.4492421 7.4079705 51.4491972 7.4079034 51.4491564 7.4078503 51.4491246 7.4077884 51.44909 7.4077241 51.4490568 7.407598 51.4489966 7.4076566 51.4489458 7.4076917 51.4488994 7.4077123 51.4488361 7.4077181 51.4487215 7.4077207 51.4486715 7.4077189 51.4485353 7.4077171 51.4484054 7.4076969 51.4482378 7.407642 51.4480542 7.4072241 51.4473241 7.4071681 51.4472495 7.4070397 51.4470268 7.4069922 51.4469336 7.4069811 51.4468278 7.4071084 51.4465066 7.4071858 51.4463405 7.4073541 51.4459901 7.4076145 51.4454479 7.407645 51.4453844 7.4078633 51.4449299 7.4078856 51.4448836 7.4080659 51.4445336 7.408115 51.4444395 7.4081879 51.4442936 7.4082505 51.4441842 7.4086013 51.4436902 7.4089505 51.4431984 7.409011 51.4430773 7.4090391 51.442962 7.4090516 51.4426379 7.4090754 51.4424381 7.4093287 51.4420008 7.4097028 51.4416903 7.4099696 51.4414871 7.4112176 51.440567
g
e 275642518 277155345 340.27700000000004
f 7.4085588 51.4516974 7.4085523 51.4517057 7.4084354 51.4518794 7.4084055 51.4519471 7.4084006 51.4519647 7.4085099 51.4526808 7.4085243 51.4527754 7.4085646 51.4530784 7.4086208 51.4534161 7.408719 51.4539391 7.4087535 51.4541114 7.4087364 51.4541479 7.4087776 51.4541558 7.4090234 51.4542022 7.4092992 51.4542542
g
e 275642518 344198750 108.60199999999999
f 7.4085588 51.4516974 7.4084167 51.4516822 7.4083053 51.4516703 7.4078939 51.4516072 7.4074434 51.4515454 7.4073293 51.4515294 7.4072349 51.451513 7.4072144 51.4515094
g gravel path
e 275642533 277155621 64.357
f 7.4049596 51.4546856 7.4050929 51.4548456 7.4051358 51.4548971 7.4052296 51.4550161
g
e 275678027 275678075 687.224
f 7.4218169 51.4402229 7.4216309 51.4401128 7.4213303 51.4400529 7.4212114 51.4400292 7.4210339 51.4405117 7.4205687 51.4413045 7.4202512 51.4420491 7.4197581 51.4431047 7.4197481 51.4431624 7.4196944 51.4432494 7.4196842 51.4433261 7.4197231 51.4434202 7.4197782 51.4434926 7.420019 51.4437425 7.4202228 51.4439097 7.420534 51.4439833 7.4207485 51.4441972 7.4208236 51.4443644 7.4210275 51.4447389 7.4209746 51.4448653 7.4209631 51.4448927
g path
e 275678027 306690847 1080.326
f 7.4218169 51.4402229 7.4220622 51.4403196 7.4223393 51.4404035 7.4226143 51.440519 7.4229762 51.4407383 7.4232729 51.4410588 7.4234369 51.4412496 7.4235666 51.44145 7.4236012 51.441549 7.4235764 51.4416365 7.423485 51.4419207 7.4233568 51.4421636 7.4232107 51.4424114 7.4231377 51.4425935 7.4231215 51.4427857 7.4232432 51.4428818 7.4233172 51.442951 7.4233893 51.4430184 7.4235633 51.4431295 7.4237987 51.4432178 7.4243462 51.4434086 7.4245057 51.4434537 7.4246017 51.4433266 7.4247707 51.4433171 7.4253523 51.4435467 7.4256495 51.4436594 7.4260971 51.4437898 7.4263065 51.4438351 7.4264349 51.4438528 7.4274116 51.4439714 7.4273757 51.444194 7.4271234 51.4451568 7.427077 51.445269 7.4270094 51.4453914 7.4267865 51.4457664 7.4267477 51.4458885 7.4267693 51.4460318 7.4268197 51.4462236 7.4269391 51.4464302 7.4271949 51.4467611 7.4273838 51.4470547
g footway
e 275684006 275685652 227.23599999999996
f 7.3143729 51.5203904 7.3141455 51.520667 7.3140664 51.5208469 7.3139692 51.5211711 7.3139551 51.5212169 7.3139051 51.5213788 7.3138896 51.521429 7.3138744 51.5214783 7.3138599 51.5215191 7.3138095 51.5216615
g
e 275691165 506698395 44.702
f 7.2933434 51.5249947 7.2935391 51.5249535
g
e 275695768 373436449 416.05999999999995
f 7.2962689 51.532716 7.2960337 51.5327224 7.2958844 51.5327131 7.2958031 51.5326957 7.2957234 51.5326685 7.2956107 51.5326079 7.2952296 51.5323177 7.2948288 51.5319343 7.2945375 51.5315808 7.2945261 51.5316397 7.2942424 51.5320455 7.2941189 51.5322482 7.2940122 51.5327756 7.2939467 51.5330931 7.2939576 51.5333586
g path
e 275696422 373436449 479.104
f 7.2886535 51.5309635 7.2887964 51.531053 7.2890411 51.5313163 7.2891819 51.5313988 7.2896178 51.5315926 7.2901433 51.5318334 7.291378 51.5324434 7.291604 51.5325155 7.2918715 51.5325447 7.2920365 51.5325919 7.2921934 51.5327028 7.2923342 51.5327687 7.2927298 51.532898 7.2930001 51.5330557 7.2931811 51.5331141 7.2934748 51.5332734 7.2937042 51.5334144
g compacted path
e 275696422 373436451 556.197
f 7.2886535 51.5309635 7.2885048 51.5309311 7.2883817 51.5309146 7.2883167 51.530908 7.288276 51.53091 7.2882184 51.5310109 7.2876672 51.5313029 7.2879277 51.531459 7.2881091 51.5315607 7.2882378 51.5316675 7.2883894 51.5318051 7.2886068 51.5319253 7.2890653 51.5321772 7.2894505 51.5322648 7.2899285 51.5324653 7.2901449 51.5325577 7.2905742 51.5327024 7.2908154 51.5328346 7.2914068 51.5330816 7.2916107 51.5332351 7.2921015 51.5334945 7.2922568 51.5336355 7.2923901 51.5337425 7.2925424 51.5339874
g unpaved path footway
e 275701132 275701147 106.46700000000001
f 7.3046653 51.5501087 7.3046508 51.5498658 7.3046552 51.5495363 7.3046833 51.5494052 7.3047216 51.5492838 7.3047583 51.5492356
g
e 275705620 282063169 164.30700000000002
f 7.309836 51.5441105 7.3095533 51.5442121 7.3095754 51.5441038 7.3097842 51.5435099 7.3098329 51.5434032 7.3099816 51.5431043
g path
e 275705620 281808037 70.473
f 7.309836 51.5441105 7.3098237 51.5440667 7.3098121 51.5440155 7.3098086 51.5439669
g path
e 275877841 4713354885 8.451
f
g
e 275877841 4713357846 2.521
f
g
e 275877841 1826252381 21.818
f 7.3442495 51.3015286 7.3443694 51.3015478 7.3444441 51.3015751
g secondary
e 275877889 1826252399 21.481
f 7.3448357 51.3016029 7.3448104 51.3016327 7.3447061 51.3016652
g secondary
e 275907253 275910222 395.378
f 7.386951 51.5434049 7.3866669 51.543308 7.3863194 51.5431931 7.3859927 51.5430801 7.3855231 51.5429218 7.3853278 51.5428494 7.3851424 51.5427744 7.3847197 51.5425954 7.3844662 51.5424861 7.3841503 51.5423428 7.3834973 51.5420381 7.3831079 51.5418616
g unpaved path
e 275929337 702703764 6.056
f
g
e 275929337 702703786 47.1
f
g
e 275929365 306980099 526.4150000000001
f 7.457343 51.5355339 7.4576498 51.5351275 7.4581119 51.5352424 7.4582973 51.5352987 7.4586718 51.5354124 7.4587727 51.535663 7.4587866 51.5356975 7.4588682 51.5356944 7.458945 51.5356951 7.4589976 51.5357062 7.4590714 51.5357282 7.4591685 51.5358034 7.4591034 51.5359091 7.4590046 51.5359895 7.4587351 51.5360462 7.4587674 51.5361019 7.4590078 51.5361787 7.4591024 51.536209 7.459151 51.5362768 7.4591917 51.5363683 7.4592318 51.5364325 7.4592951 51.5364583 7.4593453 51.5364766 7.4595314 51.5365443 7.4603173 51.5368591 7.4607849 51.537025 7.4612439 51.5371429 7.4615639 51.5372062 7.4616295 51.537217 7.4619949 51.5372646
g path footway
e 275929365 304978502 78.08
f 7.457343 51.5355339 7.4567775 51.5353619 7.4566606 51.5353327 7.4565613 51.5353469 7.4564011 51.5353727
g cycleway footway
e 275929365 1428357008 168.199
f 7.457343 51.5355339 7.4573687 51.5355418 7.4571499 51.535809 7.4570818 51.5358443 7.456808 51.5361678 7.456795 51.5366263 7.4568041 51.5366906 7.4567448 51.5367213
g path footway
e 275940438 532202590 1203.5409999999997
f 7.4983379 51.5635701 7.4984444 51.5636614 7.4986783 51.5638193 7.499018 51.563992 7.4992188 51.5641043 7.4993875 51.5642165 7.4995204 51.56432 7.4996352 51.5644226 7.5001035 51.5648193 7.5004792 51.5651627 7.500689 51.5653343 7.5007878 51.5654627 7.5007959 51.5655274 7.5007949 51.5658646 7.5008285 51.565942 7.5010461 51.5663929 7.5011283 51.5667054 7.5011263 51.5669 7.5011067 51.5670847 7.5009234 51.5676712 7.5007367 51.5680297 7.5006311 51.5681899 7.5004043 51.5683069 7.5001439 51.5684261 7.5000822 51.5685027 7.4998027 51.5691061 7.4987799 51.5689399 7.4984357 51.569267 7.4985579 51.5694834 7.4987102 51.5700166 7.4987258 51.5703191 7.4987229 51.5705764 7.4986774 51.57072 7.4986018 51.5709253 7.498403 51.571249 7.4982985 51.5713954 7.4981648 51.5715563 7.4979843 51.5717204 7.4978252 51.5718361 7.4974473 51.5721165
g track path track
e 275940438 10082629089 976.5079999999999
f 7.4983379 51.5635701 7.4982862 51.5637176 7.4963048 51.568425 7.4962503 51.5685629 7.4959794 51.5692425 7.4959616 51.5694656 7.4960233 51.5699711 7.4960631 51.5704266 7.4961968 51.5717078 7.4962493 51.5719924
g cycleway unclassified
e 275940438 275981981 113.47
f 7.4983379 51.5635701 7.4983332 51.5634561 7.4981872 51.563066 7.4979852 51.5626408
g track track
e 275971210 275994295 2440.9919999999997
f 7.496276 51.5723204 7.4958125 51.5723378 7.494231 51.5724131 7.4939189 51.5724279 7.4938108 51.5724313 7.4934943 51.5724671 7.4932846 51.5724854 7.4931564 51.5724851 7.4930076 51.5724719 7.4928858 51.5724522 7.4913158 51.5721933 7.4895371 51.571906 7.4880756 51.5716646 7.4872083 51.5715156 7.4859338 51.5712616 7.4855715 51.5712077 7.484632 51.5710647 7.4838831 51.5709559 7.4837293 51.5709294 7.4835651 51.5708933 7.4834142 51.5708503 7.4823117 51.5704488 7.4820687 51.5703605 7.481803 51.570234 7.4812514 51.5699199 7.480468 51.5694702 7.4803328 51.5693957 7.4799842 51.5692244 7.4798434 51.5691626 7.4794359 51.5689993 7.4789779 51.5689686 7.4788066 51.568931 7.4780281 51.5685408 7.4775394 51.5682203 7.4771432 51.5679294 7.4770508 51.5678279 7.4769485 51.5676941 7.4768245 51.5675699 7.4765827 51.5673867 7.476236 51.5669201 7.4756952 51.566453 7.4755446 51.5663208 7.4755071 51.5662298 7.4755128 51.5661368 7.475672 51.5656792 7.4759753 51.5648879 7.4760247 51.5647669 7.476191 51.5643775 7.4762111 51.5642758 7.4760199 51.5635867 7.4758288 51.5628975 7.4757046 51.5626249 7.4755915 51.5624842 7.4753027 51.5622166 7.4752838 51.5621991 7.4749595 51.5619411 7.4749311 51.56192 7.474761 51.5617935 7.4746672 51.5617215 7.4743942 51.5615118 7.4741291 51.5613164 7.4735848 51.560909 7.4726529 51.5602421
g track unclassified track
e 275971210 10082629089 18.772
f 7.496276 51.5723204 7.496279 51.5722361
g unclassified
e 275971210 10082629093 13.325
f 7.496276 51.5723204 7.4964337 51.5723194
g
e 275981981 532185338 277.05600000000004
f 7.4979652 51.5625795 7.497638 51.5625624 7.496446 51.5625321 7.4952515 51.5625071
g track track
e 275981981 9247091026 598.3520000000001
f 7.4979652 51.5625795 7.4978728 51.5623856 7.4978511 51.5623034 7.4978527 51.5622254 7.4978802 51.5621118 7.4979223 51.5620101 7.4980774 51.561657 7.4980851 51.5616316 7.498122 51.5615104 7.4981279 51.561367 7.4981105 51.5611904 7.4980907 51.5610827 7.4980705 51.5610456 7.4980213 51.5609587 7.4979795 51.5608973 7.4979412 51.5608554 7.497786 51.5607405 7.4976767 51.560611 7.4976585 51.5605263 7.4975965 51.5601187 7.497342 51.5580105 7.4973326 51.5579547 7.4972758 51.5575372
g track track
e 275994295 731360175 606.365
f 7.4726113 51.5601973 7.4726052 51.5601233 7.4726133 51.5600481 7.4726187 51.5599985 7.4726335 51.5598799 7.4726529 51.5595692 7.4726689 51.5593285 7.4726734 51.5592588 7.4726613 51.5592026 7.4726285 51.5591514 7.4726036 51.5591261 7.4725229 51.5590441 7.4723723 51.5589426 7.4722854 51.5588546 7.4722396 51.5587894 7.4722165 51.5586818 7.4722214 51.5586262 7.4722256 51.5585769 7.4722314 51.5585248 7.4722335 51.5584916 7.4722596 51.5584205 7.4724949 51.557758 7.4727019 51.5572112 7.4727452 51.5570967 7.4729098 51.55667 7.4731991 51.5559867 7.4732585 51.5558403 7.4734224 51.5554361 7.4735 51.5552521
g
e 275994295 276105679 393.404
f 7.4726113 51.5601973 7.472501 51.5602642 7.47183 51.5611585 7.4717434 51.5615862 7.4716868 51.5617134 7.4715085 51.5619961 7.4713619 51.5622564 7.471333 51.5623493 7.4713827 51.5624798 7.4714619 51.5625601 7.4716176 51.5626523 7.4718172 51.5627717 7.4721528 51.5631614 7.4722222 51.5632535
g compacted path
e 275994325 276053192 136.25
f 7.4725091 51.5680276 7.4726447 51.5683576 7.4726828 51.5684863 7.4726289 51.5686261 7.4725745 51.5687393 7.4725135 51.5688557 7.4724545 51.5689692
g compacted path
e 275994325 276105689 272.447
f 7.4725091 51.5680276 7.4726036 51.5678752 7.4727608 51.5676564 7.4728173 51.5674812 7.4728265 51.5672688 7.4727753 51.5669779 7.4730324 51.5666271 7.4732239 51.5663539 7.4732108 51.5662062 7.4731562 51.5659916
g track track
e 275994325 275994329 151.82600000000002
f 7.4725091 51.5680276 7.4720749 51.5684347 7.4717518 51.568669 7.4714007 51.5687873
g track track
e 275994329 276053192 109.072
f
g compacted path
e 275994329 331030344 425.95099999999996
f 7.4709056 51.5688755 7.4705465 51.5688062 7.4701596 51.5687067 7.4694452 51.5684736 7.4689736 51.5682893 7.4687878 51.5682124 7.4685906 51.5681482 7.4679886 51.5679721 7.4677763 51.5678987 7.4673982 51.5677911 7.4670843 51.5676961 7.4668109 51.567627 7.466516 51.5676161 7.4653083 51.567525
g track track
e 275995956 275996923 693.3270000000002
f 7.4524751 51.5645395 7.4525078 51.5644908 7.4527767 51.5640715 7.4529376 51.5639031 7.4531268 51.5637171 7.4532985 51.5636072 7.4534964 51.5635 7.453746 51.5633978 7.4539649 51.5633446 7.4543493 51.5632952 7.4547167 51.5632875 7.4549227 51.5632987 7.4554911 51.5633114 7.4571526 51.5633828 7.4578652 51.5633666 7.4580565 51.5633276 7.4590803 51.5630968 7.4601483 51.5628597 7.4611696 51.5626303
